"Type of the beach: Urban beach with sand and ,
pebbles.Description of the environmental education ,
facilities: Conferences, seminars, clean ,
ups.Facilities: Rent a car, bikes, ,
bicycles.Description of the location of the beach: ,
hotels, rent rooms, apartments.Description of how ,
to get to the beach: It’s 100 m from the center of ,
the town the way to Vai.Description of nearby ,
natural areas:Length and width: 350 m.  8 m.Type ,
of trees and bushes: Pinus brutia, platans, poplar ,
trees, the famous palm- grove Vai (Phoenix ,
Theofrasti), laurels, Sarcopoterium Spinosum, ,
Genista axanthoclada, Thymus capitalus, Ebenus ,
cretica,  wild olive trees, evergreen oaks, lentisks, ,
wild carob trees.Type of fauna: a. Birds: Falcon ,
(Falco Elaeonorae), Falco peregrinus, Falco ,
biarmicus, Calonenectris diomedea, Puffinus ,
yelcouan, Larus auduinii, Gypaetus barbatus, ,
Aquila chrysaetos, Gyps fulvus.b. mammals: ,
Acomys minous, Martes foina, Meles meles. At the ,
sea : Monachus monachus, Stenella coeruleoalba, ,
Caretta caretta.c. Reptiles: Chalcides occelatus, ,
Lacerta trilineata, Telescopus fallax, Colluber ,
gemonensis, Oxychilus aegopinoides.Type of flora: ,
Anthemis filicaulis, A. tomantella, Thymbra ,
calostachys, Asperoula crassula, Tulipa cretica, ,
Erysimum creticus, Petromarula pinnata, ,
Campanula pelviformis.",Lasithi,Siteia1Galliko,"Siteia 1/Galliko, Beach located in Lasithi"
,Lasithi,Kouremenos,"Kouremenos, Beach located in Lasithi"
,Lasithi,KATOZAKROS,"Kato Zakros, Beach located in Lasithi"
,Lasithi,Ierapetra2Dimotiki,"Ierapetra 2/ Dimotiki, Beach located in Lasithi"
,Lasithi,Ierapetra1Dimotiki,"Ierapetra 1/ Dimotiki, Beach located in Lasithi"
"
,
,
,
,
,
,
,         



",Lasithi,Elounda Pigaidakia,"Elounda Pigaidakia, Beach located in Lasithi"
"The Elounda Mare hotel is a seaside 160-bed ,
luxury hotel with extensive gardens of lawns, olive ,
trees, hibiscus, bougainvillea, oleander, jasmine, ,
roses, rosemary, etc. and has about 500m. of ,
coastline, including a sandy beach and rocky ,
promontories. We have received the Blue Flag for ,
the past 10 years running. The sandy beach is ,
about 50m. wide and 30m. deep, and is enclosed in ,
a tiny cove that protects it from the waves. The ,
entrance to the cove is closed off by red buoys, ,
and so is a swimmers-only zone extending about ,
100m. from the coastline. The beach can be ,
accessed only through the hotel, using tiled ,
pavements and masonry staircases and ramps. ,
The water sports facilities are located on one of ,
the rocky promontories and are secluded from the ,
beach. All manner of water sports are available, ,
including water ski, scuba diving, sailing, wind ,
surfing, and canoes. There are also jet skis, that ,
are carefully regulated by the local port authorities ,
as follows:1. No jet skis are allowing in the ,
afternoon, during the “siesta hours” (2-5pm.)2.,
Jet skis are not permitted to plane ,
near the coastline by more than 200m. and are ,
required to maintain idle speed within this zone ,
only for entering and exiting.3. All jet skis ,
have to be equipped by a remote-controlled ,
automatic cut-off system, in case the user violates ,
any of the rules. The hotel is environmentally ,
aware and promotes environmentally friendly ,
practices, despite adverse market conditions. A ,
scheme for recycling office paper failed dismally ,
when we discovered that the recycling contractor ,
did nothing of the kind and actually dumped the ,
paper in a landfill, only to collect the subsidies. The ,
hotel invested € 160.000 in order to build a new ,
wastewater treatment plant of the highest ,
standards. Besides biological treatment ,
(continuous aeration and sludge recycling), we ,
also do multimedia filtration, chlorination, membrane ,
filtration and UV disinfection.Our wastewater ,
treatment plant is visited every year by local ,
schools and the children receive a comprehensive ,
lecture about its operation and the importance of ,
treating wastewater as far as the impact to ,
groundwater and the coast are concerned. In ,
addition, we schedule annual cleaning expeditions ,
with a team of hotel technicians to the local roads, ,
secluded beaches, the Elounda salt marsh, and the ,
chapel of St.Fokas. We inform our staff and guests ,
about our activities and make sure we participate ,
in all the important environmental holidays (Earth ,
Day, World Environment Day, Blue Flag Day, and ,
Clean Up the World Day),
,
The Porto Elounda hotel is a seaside 450-bed ,
luxury hotel with extensive gardens of lawns, olive ,
trees, hibiscus, bougainvillea, oleander, jasmine, ,
roses, rosemary, etc. and has about 1000m. of ,
coastline, including a sandy beach and rocky ,
promontories. We have received the Blue Flag for ,
the past 8 years running. The sandy beach is ,
about 150m. wide and 20m. deep, and is enclosed ,
in a tiny cove that protects it from the waves. The ,
entrance to the cove is closed off by red buoys, ,
and so is a swimmers-only zone extending about ,
100m. from the coastline. The beach can be ,
accessed only through the hotel, using tiled ,
pavements and masonry staircases and ramps. ,
The water sports facilities are located on one of ,
the rocky promontories and are secluded from the ,
beach. All manner of water sports are available, ,
including water ski, scuba diving, sailing, wind ,
surfing, and canoes. There are also jet skis, that ,
are carefully regulated by the local port authorities ,
as follows:4. No jet skis are allowing in the ,
afternoon, during the “siesta hours” (2-5pm.)5.,
Jet skis are not permitted to plane ,
near the coastline by more than 200m. and are ,
required to maintain idle speed within this zone ,
only for entering and exiting.6. All jet skis ,
have to be equipped by a remote-controlled ,
automatic cut-off system, in case the user violates ,
any of the rules. The hotel is environmentally ,
aware and promotes environmentally friendly ,
practices, despite adverse market conditions. A ,
scheme for recycling office paper failed dismally ,
when we discovered that the recycling contractor ,
did nothing of the kind and actually dumped the ,
paper in a landfill, only to collect the subsidies. The ,
hotel invested € 160.000 in order to build a new ,
wastewater treatment plant of the highest ,
standards. Besides biological treatment ,
(continuous aeration and sludge recycling), we ,
also do multimedia filtration, chlorination, membrane ,
filtration and UV disinfection.Our wastewater ,
treatment plant is visited every year by local ,
schools and the children receive a comprehensive ,
lecture about its operation and the importance of ,
treating wastewater as far as the impact to ,
groundwater and the coast are concerned. In ,
addition, we schedule annual cleaning expeditions ,
with a team of hotel technicians to the local roads, ,
secluded beaches, the Elounda salt marsh, and the ,
chapel of St.Fokas. We inform our staff and guests ,
about our activities and make sure we participate ,
in all the important environmental holidays (Earth ,
Day, World Environment Day, Blue Flag Day, and ,
Clean Up the World Day)",Lasithi,Elounda,"Elounda, Beach located in Lasithi"
 ,Lasithi,Elounda1,"Elounda 1, Beach located in Lasithi"
"“Poros 2” is a sandy beach located in Elounda,
Beach (next to sister hotel, Elounda Bay Palace), a,
luxury resort on the northeastern coast of the,
island of Crete. The resort organizes, yearly,,
environmental training activities such as seminars,,
lectures, clean up drawing and photo competitions.,
The size of the beach is lengthwise approximately,
500m and widthwise approximately 200m and the,
nearby natural surroundings are filled with,
seasonal plants and flowers, as well as, natural,
trees and plants common in the area. Additionally,,
the beach facilities include water sports. For,
more information on how to reach “Poros 2”,,
please contact us by telephone or fax or visit our,
website www.eloundabeach.gr",Lasithi,Poros2,"Poros 2, Beach located in Lasithi"
,Lasithi,Chiona,"Chiona, Beach located in Lasithi"
,Lasithi,Karavostasi,"Karavostasi, Beach located in Lasithi"
,Lasithi,Chiona,"Chiona, Beach located in Lasithi"
"Our sandy beach DRIRES of DRIROS BEACH Hotel ,
is length 176 meters and width 10-25 meters. ,
There are a lot of trees (olive trees, palm trees etc) ,
and plants. In the surrounding area there is one ,
more hotel and several complexes of apartments ,
and water sports facilities during the summer. The ,
beach is easily accessible by using one stair and a ,
ramp.With several environmental education ,
activities such us lectures, beach clean up, ,
drawing and photo competition, printed material, ,
we are trying to sensitize our guests, our staff and ,
the habitants of out area  concerning the nature’s ,
protection.For further information you can visit our ,
website www.eloundabluebay.gr .",Lasithi,Driros,"Driros, Beach located in Lasithi"
"“Poros 1” is a sandy beach located in Elounda Bay ,
Palace (next to sister hotel, Elounda Beach), a ,
luxury resort on the northeastern coast of the ,
island of Crete.  The resort organizes, yearly, ,
environmental training activities such as seminars, ,
lectures, clean up drawing and photo competitions. ,
The size of the beach is lengthwise approximately ,
200m and widthwise approximately 100m and the ,
nearby natural surroundings are filled with ,
seasonal plants and flowers, as well as, natural ,
trees and plants common in the area. Additionally, ,
the beach facilities include water sports.   For ,
more information on how to reach “Poros 1”, ,
please contact us by telephone or fax or visit our ,
website www.eloundabay.gr",Lasithi,Poros1,"Poros 1, Beach located in Lasithi"
text,image,address,municipality,beach_name,region
"Punta beach is a beautiful beach with pebbles, a ,
resort for the whole area of Egialia. The beach is ,
situated in the Municipality of Diakopto and is easily ,
accessible through the Old National Road Korinthu-,
Patras, just about three Klm, from the centre of ,
Diakopto. The Beach has  800 meters length and ,
30 meters width. Heather, Efkalyptus and pine ,
trees are all over the beach and there rooms to ,
rent, as well as, café and restaurants. There are ,
no organized sport facilities but during summer time ,
there are lectures and environmental activities ,
organized by the Municipality of Diakopto ,
(brochures, and information on marine and coastal ,
environment). For more information you can link to : ,
www.diakopto.gr/tourismos.htm",,"Pounta, Beach located in Achaia",,Pounta,Achaia
text,image,address,municipality,beach_name,region
"- SANDY - PEBBLES,
RESORT - LIFEGUARD/LIFESAVING,
EQUIPMENT, FACILITIES FOR THE,
DISABLED PEOPLE, SPORT FACILITIES,,
RENT CAR/BIKES/BICYCLES, HOTELS,,
RENT ROOMS,
- SEMINAR, LECTURE, CLEAN UP,,
DRAWING COMPETITION,
- 5TH JUNE - 1ST JULY.",,"Platanidia, Beach located in Magnisia",,Platanidia,Magnisia
" , , ",,"Vathi, Beach located in Lakonia",,Vathi,Lakonia
"Name of the beach: Tserdakia,
Corporation: Municipality of Paros,
Address: Parikia, Paros,
Community: Kyklades,
P.C. : 84400,
Tel.: 2284021200,
Fax: 2284024752,
Type of beach: Beach with sand,
Placed in rural area,
Description of the environmental education,
facilities: Lectures, Clean up.,
Facilities: Sport facilities,
Description of the location of the beach: Hotels and,
Rent rooms,
Description of nearby natural areas:Length of the,
beach: 1,000 mWidth of the beach: 50 mType of,
trees: Sea treesOther: Sand hills,
Description of how to get to the beach:By bus, car,,
motorbike, bike, feet.,
Link to website for the beach/municipality:,
www.paros.gr,
,
Tserdakia beach is a sandy beach placed in rural,
area. It‘s popular for the sport facilities such as,
scuba diving and windsurfing. There are kiosks,
where it is possible to rent equipment for water,
sports and to obtain instruction for their use. Near,
the beach you can find hotels and rent rooms to,
stay. The beach has length 1,000 meters and,
width 50 meters approximately and there sea trees,
and sand hills. You can go to the beach by bus,,
car, motorbike, bicycle and/or by feet. More,
information you can find on the link: www.paros.gr.",,"Tserdakia, Beach located in Kyklades",,Tserdakia,Kyklades
"The beach “Souvala” is an urban beach with sand.,
The length of the beach is about 900 m and the,
width 8 m. It hasn’t trees or bushes. You can see,
there a lot of seagals and different kind of fishes,
like, blenies, red mullets, soles, Mullets, annulars.,
You can get to the beach by a coastal road and a,
central public road. The National road is about 2,5,
km away from the beach.At the beach area take,
place sport facilities and you can find hotels,,
rooms to let and a lot of restaurant-bars.The,
environmental education facilities scheduled at,
2004 was : painting competitions, lectures, planting,
trees, advertising messages.",,"Souvala Arkitsas, Beach located in Fthiotida",,SouvalaArkitsas,Fthiotida
"Xi beach is a summer resort and is with sandy (red,
sand). The beach’ s width is 50 meters and it’s,
length is 4 km. One may get to the,
beach by a net of asphalted roads that connect the,
beach with the capital o the municipality of Paliki,
Lixouri and the nearby villages. There is a,
rich flora and fauna at the nearby area. The type,
of tree that is most founded is olive and a,
numerous vineyard. A various environmental,
education facilities are carried out each year such,
as conferences and voluntary clean up of the,
coast by the students of the area. There are,
also sport facilities available at the beach and rent,
car, motorbikes and bikes at the nearby,
area.Hotels and numerous of rent rooms are also,
available close to the shore. For further,
information link with the website for the,
municipality of Paliki www.lixouri.gr. and,
www.agn.gr/hotels/cph/.",,"Xi, Beach located in Kefallonia",,Xi,Kefallonia
"Punta beach is a beautiful beach with pebbles, a ,
resort for the whole area of Egialia. The beach is ,
situated in the Municipality of Diakopto and is easily ,
accessible through the Old National Road Korinthu-,
Patras, just about three Klm, from the centre of ,
Diakopto. The Beach has  800 meters length and ,
30 meters width. Heather, Efkalyptus and pine ,
trees are all over the beach and there rooms to ,
rent, as well as, café and restaurants. There are ,
no organized sport facilities but during summer time ,
there are lectures and environmental activities ,
organized by the Municipality of Diakopto ,
(brochures, and information on marine and coastal ,
environment). For more information you can link to : ,
www.diakopto.gr/tourismos.htm",,"Pounta, Beach located in Achaia",,Pounta,Achaia
,,"Vartholomio, Beach located in Ileia",,Vartholomio,Ileia
" , , , , , , , , , , , , , , , , , , , , , ",,"Potamos A, Beach located in Irakleio",,POTAMOSA,Irakleio
,,"Thanos, Beach located in Limnos",,Thanos,Limnos
,,"Katragaki, Beach located in Zakynthos",,Katragaki,Zakynthos
,,"Stomio, Beach located in Larisa",,Stomio (1),Larisa
"The coast of “Pefkias” is situated in the city of ,
Xylokastro and is a tourist resort. Throughout the ,
year various environmental activities take place ,
such as –cleanness of the beaches, seminars, ,
speeches etc.This particular 1.800 mt coastal ,
length has pebbles instead of sand and a width of ,
10-60 meters. Along this coast  exists special ,
trees that can survive and can thrive on a salty ,
environment and pine trees (pinus halepensis). ,
There are flowers which survive in this habitat ,
such as cacile maritime and mathiola tricuspidata. ,
There are also birds, sea-gulls and sparrows. In ,
addition there are hotels situated nearby and the ,
proximity of the coast is in short range to the ,
people living in Xylokastro and there is easy ,
access to it on foot or even by bicycle.  Website: ,
www.xylokastro.gr",,"Xylokastro/Pefkias, Beach located in Korinthos",,XylokastroPefkias,Korinthos
,,"Porto Katsiki, Beach located in Lefkada",,PortoKatsiki,Lefkada
"Tsilivi is a beautiful sandy beach ,part of the tourist ,
region of Planos .Many seminars , clean ,
up,drawing competitions are carried out every  ,
year to the Tsilivi beach .A big variety of beach ,
sports ahd car-bices-bicycle rentals are available ,
around the beach .The municipal region of Planos ,
is a highly development tourist area with many ,
hotels –appartments –restaurant –tourist shop-,
super markets ,bars and travel agencies.Olive ,
trees and pinetrees are the main type of trees ,
around the beach.The access to the beach is easy ,
and safe from many different ways.",,"Tsilivi, Beach located in Zakynthos",,TSILIVI,Zakynthos
"Vatera beach is sandy with pebbles and in a,
touristic resort. In terms of environmental education,
activities, conferences, lectures, clean up and,
drawing competition are carried out. At the,
beaches there are hotel and rent a room. Sea,
sports, car, bikes and bicycle rental are being held.,
The length of the beach is,
approximately 8 km and the width 30m to 50m. The,
beach is full of trees and flowers such as pines,,
daisies and tulips. People can get to the,
beach by car, by taxi and bus. They can also link,
to the website of our municipality:,
www.polichnitos-lesvos.com",,"Vatera, Beach located in Lesvos",,Vatera,Lesvos
,,"Tosca, Beach located in Kavala",,Tosca,Kavala
,,"Aboula Tragaki, Beach located in Zakynthos",,ABOULATRAGAKI,Zakynthos
,,"Bouka, Beach located in Zakynthos",,BOUKA,Zakynthos
,,"Alikanas 1, Beach located in Zakynthos",,Alikanas1,Zakynthos
,,"Vourlia, Beach located in Lasithi",,Vourlia,Lasithi
,,"Alykes 1, Beach located in Zakynthos",,Alykes1,Zakynthos
"The lightly stone - covered Agali - Trokandero,
beach of the municipality of Itea is situated at a,
residential area and the visitor can rent a car, a,
motorbike and a bicycle. Hotels and rooms to let,
are situated very close to the beach. The length of,
the beach is around 200 meters and its width,
around 30 meters and is planted with a variety of,
palm trees and green algae. There exists dense,
mass transportation through the Prefecture of,
Fokida busses Tourist bysses and taxis.",,"Trokantero/Agali, Beach located in Fokida",,TrokanteroAgali,Fokida
,,"Aboula Psarou, Beach located in Zakynthos",,ABOULAPSAROU,Zakynthos
,,"Sergoula, Beach located in Fokida",,Sergoula,Fokida
"It is a beach with sand at resort area.Nearby the ,
beach are doing environmental educations like, ,
lectures, drawing competitions and photo ,
competitions.At the beach area there are sport ,
facilities and you can also rent car , bicycles and ,
bikes.There are many hotels, rent rooms, camping, ,
restaurants, café, bars, market and stores popular ,
art. The length of the beach is 250m and the width ,
is 45mSomebody can go to the beach by public ,
road. It is 75 km from the airport.",,"Matala, Beach located in Irakleio",,Matala,Irakleio
"-Silva Maris hotel is situated nearby a wonderful ,
100m sandy beach and 100m rocky beach with ,
pebbles that is also a resort. The main ,
environmental education facilities are: Conference, ,
Seminars, Lecture and Clean up competitions. In ,
the greater area of the beach there are sport ,
facilities and there are several other hotels and ,
apartments. The nearby natural areas are ,
extended in 100m of beach length and 20-40m of ,
beach width. There is an easy access to the ,
beach by walkways, steps and ramps for all those ,
that wish to make their day unforgettable by a ,
superb beach.",,"Limenas Chersonisou 5, Beach located in Irakleio",,LimenasChersonisou5,Irakleio
,,"Agioi Pantes, Beach located in Fokida",,AgioiPantes,Fokida
,,"Kastri/Creta Maris, Beach located in Irakleio",,KastriCretaMaris,Irakleio
"Fodele Beach Hotel is a resort with a sandy ,
beach.     The environmental education facilities ,
that take place in the hotel are seminars, lectures ,
and clean up.     The facilities that are disposable at ,
the beach are sport facilities, rent a car service, ,
rent bikes and bicycles service.     Near by the ,
location of the beach, there are hotels and rent ,
rooms.     The length of the beach is 600 m. and the ,
width 50 m.     The access to the beach is very ,
easy by using special wooden passages and ,
stairs.  There are also ramps.      The link to the ,
website for the beach is:   www.fodelebeach.gr",,"Fodele, Beach located in Irakleio",,Fodele,Irakleio
,,"Monastiraki, Beach located in Fokida",,Monastiraki,Fokida
,,"Chiliadou, Beach located in Fokida",,Chiliadou,Fokida
"Cretan Malia Park Hotel is situated on a sandy bay ,
of a resort area, only 1,5 Kms from the town of ,
Malia  and very close to the archaeological Minoan ,
Palace of Malia. The beach is mainly sandy with ,
some flat rocks on the left side. It is equipped with ,
sun beds, umbrellas, changing cabins, showers, ,
toilets, wooden walkways, telephone and an ,
information board with the beach code of contact ,
and other information such as about several ,
environmental activities of the hotel. The water ,
sports station offers a variety of water activities, ,
such as windsurfing, pedaloes and canoes. ,
Motorized sports are not allowed. Our professional ,
lifeguard is in charge of  the safety of the guests. ,
He is equipped with all necessary life saving ,
material and pharmacy. Every year, with initiative ,
of our hotel, the activity “Clean up the ,
Mediterranean” takes place, where an important ,
part of the beach beyond the limits administrated ,
by the hotel is cleaned. Other environmental and ,
educational activities worth mentioning are lectures ,
and Clean up Drawing competitions organized by ,
the hotel and in cooperation with the local schools ,
and involving children of hotel guests. Special ,
attention is also given to the protection of the ,
beach flora, such as  the endangered  sea ,
daffodils. Our beach comprises a part of a long ,
beach area, which is managed partly by  other ,
hotels and  private enterprises. Our beach area is ,
of unique beauty and appropriate for enjoying ,
sunbathing, taking part in several water sports and ,
activities. Next to our beach there are several ,
organized beaches, which also offer beach ,
facilities and a variety of sports. The beach length ,
in front of the hotel is 200m and the width is 14m. It ,
is surrounded by variety of local  trees and ,
bushes. There is no road nearby and therefore no ,
distraction of any noise. The beach can be ,
approached from the main entrance of our hotel ,
and  beach paths  and walkways. Visit our web ,
site: www.cretanmaliapark.gr",,"Potamos, Beach located in Irakleio",,Potamos,Irakleio
"
The lightly stone - covered Maiami beach of the,
municipality of Itea is situated at a residential area,
and the visitor can rent a car, a motorbike and a,
bicycle. Hotels and rooms to let are situated very,
close to the beach. The length of the beach is,
around 200 meters and its width around 30 meters,
and is planted with a variety of palm trees and,
green algae. There exists dense mass,
transportation through the Prefecture of Fokida,
busses Tourist bysses and taxis.",,"Maiami, Beach located in Fokida",,Maiami,Fokida
,,"Kalafatis, Beach located in Fokida",,Kalafatis,Fokida
,,"Ammoudara 1, Beach located in Irakleio",,Ammoudara1,Irakleio
,,"Agia Pelagia/Manopetra, Beach located in Irakleio",,AgiaPelagiaManopetra,Irakleio
"Infront of the hotel Nana beach and to the east  ,
there is a sundy beach about 300 m lenght and 30-,
40m wide.We have enough sunbeds and ,
umbrellas.In the same place is located the ,
watersport center.After the point of the blue flag ,
and to the west the is a rocky area about 500 m. ,
lenght and 10-20 wide in same point there are ,
same steps that permits the acces of the clints to ,
the sea.",,"Drepanos, Beach located in Irakleio",,Drepanos,Irakleio
,,"Eratini, Beach located in Fokida",,Eratini,Fokida
,,"Ag. Georgios 3, Beach located in Irakleio",,Ag.georgios3,Irakleio
"
Anissaras Beach is 28 km away east from ,
Heraklion, has a very rich sandy beach and is a ,
summer resort close to the small village ,
Analipsis.The beach operator and responsible for ,
beach management is the ROBINSON Club Lyttos ,
Beach.During the summer season while the hotel ,
club is open we are organizing a lot of ,
environmental activities such as: Seminars Clean ,
up activities, children drawing competition ,
etc.There are a lot of sports facilities such as: ,
Catamaran, Wind surfing, Mountain bike tours, ,
Tennis, Golf, Basketball, Volleyball etc.In the area ,
of Anissaras an Analipsi there are a lot of Hotels, ,
Apartments and Restaurants.The beach has a ,
length of 480 m and a width of 40 m. In the club ,
hotel there are over 20.000 trees and bushes such ,
as 1.800 palms, 600 olives trees, different sorts of ,
flowers, herb bushes etc.The access to the beach ,
is very easy by car, bicycle or by walking ( 5 ,
minutes from Analipsi)",,"Anisaras, Beach located in Irakleio",,ANISARAS,Irakleio
 ,,"Kokkini Chani, Beach located in Irakleio",,KokkiniChani,Irakleio
,,"Loutra Kyllinis 1, Beach located in Ileia",,LoutraKyllinis1,Ileia
"The beach is sandy, situated in a populated area ,
and stretches the length of 20 Km and the breadth ,
of 30 m. The vegetation of the area consists mainly ,
of deciduous trees and shrubs. There are hotels ,
and rooms to let and water sports ,
available.Educational Environmental activities ,
involve: Lectures, litter collection, drawing and ,
photography competitions, book and flora ,
exhibitions, tree planting, regular visits to nature ,
reserves, sewage treatment, environmental ,
games, cycling races and hiking outing in Marathia ,
forest.Individuals have access to the beach via ,
public transport (bus service), coaches, cars, ,
bicycles and on foot.Our Website is: aepda.com",,"Kourouta, Beach located in Ileia",,Kourouta,Ileia
"Beach of “Agios Georgios 1” is a beautiful sandy ,
beach situated in a rural called “Anissaras”, about ,
3 kilometers away from the resort of Hersonissos ,
and 23 kilometers away from Heraklion airport. In ,
order to get to the beach you have to turn left just ,
before entering the resort (from Heraklion ,
airport/port towards Hersonissos).The length of ,
the beach is 800m and the width 15m. On the ,
beach you will find different types of trees such ,
as salt-water trees and brushwoods. At the beach ,
area you have the possibility of sport facilities, ,
renting a car, a bike or even a bicycle.The hotels ,
Aldemar Knossos Royal Village, which is ,
situated by the beach of “Agios Georgios”, offers ,
you a great variety of services and facilities. ,
Moreover, during the summer season, you will be ,
able to find environmental facilities such us ,
conferences, seminars, lectures, clean up, ,
drawing or photo competitions etc. The beach ,
of “Agios Georgios 1” is accessible also to ,
handicapped people.For further information: ,
www.aldemarhotels.com",,"Ag. Georgios 1, Beach located in Irakleio",,Ag.Georgios1,Irakleio
"
,
Kastro Golden Beach , is 20 meter wide and 10 km ,
long fine golden sandy beach with several types ,
of flora and fauna. Part of the beach is lying by the ,
resort of Robinson Club Kyllini Beach.The residents ,
of ROBINSON Club Kyllini Beach can enjoy several ,
sport facilities from a fully organized water sport ,
department. The facilities are equipped with a ,
Windsurfing base with 45 boards and sails of ,
various types, 10 Catamaran, 3 Laser boards, 5 ,
Optimists and Water Ski.        At the resort ,
mountain bike excursions and rental is also ,
available. Car rental can be arranged at the ,
reception.	Several environmental activities take ,
place at our resort. The visitor can be hosted  at ,
our premises and take part of  presentations about  ,
our environmental and ecological structure and ,
equipment (biological treatment of the sewage, bio-,
garden  etc.). As an organization we participate ,
once a year at the Clean up the world organization, ,
photo exhibitions, initiate activities such as leave ,
animals free to grow up at our gardens and a lot ,
more.	The beach can be used from the ,
residents of the Club as well as from the near by ,
camping and rooms to let residents and visitors. ,
The way through the Club can only be used from ,
the residents of the Club but there is a public road ,
on the left where the beach can be easily visited ,
and enjoyed.	More information about the beach is ,
obtained from our website: www.robinson.de",,"Kastro/Chrysi Akti 2, Beach located in Ileia",,KastroChrysiAkti2,Ileia
"Beach of “Agios Georgios 2” is a beautiful sandy ,
beach situated in a rural resort called “Anissaras”, ,
about 3 kilometers away from the resort of ,
Hersonissos and 23 kilometers away from ,
Heraklion airport. In order to get to the beach you ,
have to turn left just before entering the resort ,
(from Heraklion airport/port towards ,
Hersonissos).The length of the beach is 800m and ,
the width 15m and lays across to more hotels. On ,
the beach you will find different types of trees ,
such as salt-water trees and brushwoods. At the ,
beach area you have the possibility of sport ,
facilities.The hotel Annabelle Village which is ,
situated by the beach of “Agios Georgios”, offers ,
you a great variety of services and facilities. ,
Moreover, during the summer season, you will be ,
able to find environmental facilities such us ,
conferences, seminars, lectures, clean up, ,
drawing or photo competitions etc. The beach ,
of  “Agios Georgios” is accessible through small ,
communal roads as well as through hotel ,
premisesFor further information: ,
www.akshotels.com",,"AG. GEORGIOS 2/PAN.RYZI, Beach located in Irakleio",,AG.GEORGIOS2PAN.RYZI,Irakleio
,,"Glyfa, Beach located in Ileia",,Glyfa,Ileia
,,"Loutra Kyllinis 2, Beach located in Ileia",,LoutraKyllinis2,Ileia
,,"Arkoudi, Beach located in Ileia",,Arkoudi,Ileia
"SANDY,RESORT,LIFEGUARD/LIFESAVING ,
EQUIPMENT-HANDICAP FACILITIES-SPORT ,
FACILITIES-RENT CAR/BIKES/BICYCLES-,
HOTELS/RENT ROOMS,PINE TREES,VIA ,
THE HOTEL,LECTURE-CLEAN ,
UP,WWW.APOLLONIA.GR,5TH JUNE",,"Ellinoperamata, Beach located in Irakleio",,Ellinoperamata,Irakleio
"The “KALIMERA KRITI”  hotel in Sissi Lassithi Crete, ,
is the implementing body which manages the Blue ,
Flag programme and looks after “Spiliada” ,
beach. “Spiliada” is a sandy beach 300m. long and ,
35 m. wide, situated in a tourist resort with a rich ,
and beautiful natural environment composed o ,
tamarisks eucalypts almond trees pines carob ,
trees and shrubs in which migratory birds ,
thrushes woodcock badgers wildcats and hares ,
find refuge.Access to the beach is immediate with ,
pretty paths and byways leading bathers to one of ,
the island’s cleanest beaches. At the beach there ,
is access to all necessary lifesaving equipment ,
and a lifeguard for bather safety. Water sports are ,
organized within a limited area while car motorbike ,
and cycle hire is not allowed. There are umbrellas ,
and deckchairs along the beach and also a free ,
area for bathers who do not wish to use ,
these. “Spiliada” beach is cleaned by machine ,
every two days and by hand 3-4 times a day. ,
There are signs providing information an available ,
services. For full visitor information there is also a ,
noticeboard at the entrance to the beach giving ,
details o the results of swimming water tests ,
programme leaflets code of conduct lifeguard ,
hours and all educational activities. The “Kalimera ,
Kriti Hotel” organizes seminars conferences ,
demonstration visits and nature walks beach clean-,
ups etc. every year to educate and sensitise  the ,
public to environmental matters.",,"Spiliada, Beach located in Lasithi",,Spiliada,Lasithi
"MUNICIPAL TOURIST ENTERPRISE FOR CULTURAL,
AND TOURIST DEVELOPMENT (DEPOTAS),
ADDRESS: 6, A. PAPANDREOU, 72300 SITIA,
CRETE GREECETEL: 2843023775FAX:,
2843022681NAME OF THE BEACH: SITIA BAY II-,
PETRASType of the beach: Urban beach with sand,
and pebbles.Description of the environmental,
education facilities: Conferences, seminars, clean,
ups.Facilities: Rent a car, bikes,,
bicycles.Description of the location of the beach:,
hotels, rent rooms, apartments.Description of how,
to get to the beach: It’s 500 m. from the center of,
the town the way to Vai.Description of nearby,
natural areas:Length and width: 350 m. 5 m.Type,
of trees and bushes: Pinus brutia, platans, poplar,
trees, the famous palm- grove Vai (Phoenix,
Theofrasti), laurels, Sarcopoterium Spinosum,,
Genista axanthoclada, Thymus capitalus, Ebenus,
cretica, wild olive trees, evergreen oaks, lentisks,,
wild carob trees.Type of fauna: a. Birds: Falcon,
(Falco Elaeonorae), Falco peregrinus, Falco,
biarmicus, Calonenectris diomedea, Puffinus,
yelcouan, Larus auduinii, Gypaetus barbatus,,
Aquila chrysaetos, Gyps fulvus.b. mammals:,
Acomys minous, Martes foina, Meles meles. At the,
sea : Monachus monachus, Stenella coeruleoalba,,
Caretta caretta.c. Reptiles: Chalcides occelatus,,
Lacerta trilineata, Telescopus fallax, Colluber,
gemonensis, Oxychilus aegopinoides.Type of flora:,
Anthemis filicaulis, A. tomantella, Thymbra,
calostachys, Asperoula crassula, Tulipa cretica,,
Erysimum creticus, Petromarula pinnata,,
Campanula pelviformis.",,"Siteia 2/Petra, Beach located in Lasithi",,Siteia2Petra,Lasithi
